,title,rating,pick_or_not,byline,headline,pub_date,open_date
814,Ghostbusters,PG-13,0,MANOHLA DARGIS,Our ‘Ghostbusters’ Review: Girls Rule. Women Are Funny. Get Over It.,2016-07-10,2016-07-15
815,Captain Fantastic,R,1,MANOHLA DARGIS,Review: Viggo Mortensen Captivates in ‘Captain Fantastic’,2016-07-07,2016-07-08
816,Zero Days,,1,STEPHEN HOLDEN,Review: ‘Zero Days’ Examines Cyberwarfare’s Potential Online Apocalypse,2016-07-07,2016-07-08
817,Our Little Sister,PG,1,A. O. SCOTT,"Review: ‘Our Little Sister,’ or What We Found at Dad’s Funeral",2016-07-07,
818,Men Go to Battle,,1,GLENN KENNY,Review: Fraternal Dysfunction in the Old South in ‘Men Go to Battle’,2016-07-07,2016-07-08
819,Fathers and Daughters,R,0,STEPHEN HOLDEN,"Review: ‘Fathers and Daughters,’ a Sappy Tale Unredeemed by Star Power",2016-07-07,2016-07-08
820,Mike and Dave Need Wedding Dates,R,0,MANOHLA DARGIS,"Review: ‘Mike and Dave Need Wedding Dates,’ Antics to Not Love nor Cherish",2016-07-07,2016-07-08
821,Norman Lear: Just Another Version of You,,0,ANDY WEBSTER,"Review: About Norman Lear, Who Gave Us Archie Bunker",2016-07-07,2016-07-08
822,Cell,R,0,JEANNETTE CATSOULIS,Review: ‘Cell’ Offers Zombified Victims and an Unfocused Narrative,2016-07-07,2016-07-08
823,Cold War 2,,0,BEN KENIGSBERG,"Review: ‘Cold War 2,’ a Brisk Exercise in Hong Kong Suspense",2016-07-07,2016-07-08
824,The Debt,,0,JEANNETTE CATSOULIS,Review: ‘The Debt’ in This Barney Elliott Film Is a Commodity,2016-07-07,2016-07-08
825,Indian Point,,0,KEN JAWOROWSKI,Review: Is the Indian Point Nuclear Plant Safe? Nobody Knows,2016-07-07,2016-07-08
826,The Secret Life of Pets,PG,0,A. O. SCOTT,"Review: ‘The Secret Life of Pets’ Amuses, but Misses Opportunities",2016-07-07,2016-07-08
827,Under the Sun,,1,GLENN KENNY,"Review: In ‘Under the Sun,’ Two Views of North Korea",2016-07-05,
828,The Innocents,PG-13,1,STEPHEN HOLDEN,"Review: In ‘The Innocents,’ Not Even Nuns Are Spared War Horrors",2016-06-30,
829,Microbe & Gasoline,R,1,STEPHEN HOLDEN,"Review: A House Car? For ‘Microbe and Gasoline,’ It’s Freedom",2016-06-30,
830,Private Property,,1,GLENN KENNY,"Review: Once Lost, ‘Private Property’ Is a Genuine Rediscovery",2016-06-30,1960-04-24
831,Our Kind of Traitor,R,0,MANOHLA DARGIS,Review: A Professor Drawn to the Mob in ‘Our Kind of Traitor’,2016-06-30,2016-07-01
832,The Purge: Election Year,R,0,A. O. SCOTT,Review: ‘The Purge: Election Year’ Offers a Campaign Platform of Blood Lust,2016-06-30,2016-07-01
833,Carnage Park,,0,NEIL GENZLINGER,"Review: In ‘Carnage Park,’ the Hills Have Eyes, and a Sniper, Too",2016-06-30,
834,"Life, Animated",PG,0,JEANNETTE CATSOULIS,"Review: In ‘Life, Animated,’ a Bound Mind Finds Freedom",2016-06-30,
835,Marauders,R,0,GLENN KENNY,Review: Bruce Willis Is a Banker With Issues in ‘Marauders’,2016-06-30,2016-07-01
836,Roseanne for President!,,0,ANDY WEBSTER,Review: Revisiting an Unlikely Campaign in ‘Roseanne for President!’,2016-06-30,
837,The Legend of Tarzan,PG-13,0,MANOHLA DARGIS,Review: A ‘Tarzan’ With a Few Twists in the Hollywood Vine,2016-06-30,2016-07-01
838,The BFG,PG,0,A. O. SCOTT,"Review: In ‘The BFG,’ Walking Gently and Wearing Huge Shoes",2016-06-30,2016-07-01
839,Independence Day: Resurgence,PG-13,0,MANOHLA DARGIS,"Review: In ‘Independence Day: Resurgence,’ the Fault Is Not in the Fireworks",2016-06-24,2016-06-24
840,Hunt for the Wilderpeople,PG-13,1,MANOHLA DARGIS,"Review: In ‘Hunt for the Wilderpeople,’ Lighting Out for the Bush",2016-06-23,2016-06-24
841,Les Cowboys,R,1,JEANNETTE CATSOULIS,"Review: In ‘Les Cowboys,’ a Girl Vanishes, and Her Father Can’t Bear It",2016-06-23,
842,Three,,1,GLENN KENNY,"Review: ‘Three’ Asks, Any Mozart Aficionados in the House?",2016-06-23,
843,From This Day Forward,,1,ANDY WEBSTER,Review: ‘From This Day Forward’ Attests to Love’s Adaptability,2016-06-23,2016-06-24
844,Eat That Question: Frank Zappa in His Own Words,R,1,NEIL GENZLINGER,"Review: ‘Eat That Question,’ on Frank Zappa, the Media and Cultural Upheavals",2016-06-23,2016-06-24
845,The Kind Words,Not Rated,1,HELEN T. VERONGOS,"Review: In ‘The Kind Words,’ Siblings and a Secret",2016-06-23,
846,T-Rex,,1,ANDY WEBSTER,Review: ‘T-Rex’ Fights Like a Girl. And That’s Worth Gold.,2016-06-23,2016-06-24
847,Free State of Jones,R,1,A. O. SCOTT,Review: Matthew McConaughey Rebels Against Rebels in ‘Free State of Jones’,2016-06-23,2016-06-24
848,Swiss Army Man,R,1,JEANNETTE CATSOULIS,Review: ‘Swiss Army Man’ Is a Buddy Movie in Which One Pal Is Dead,2016-06-23,2016-07-01
849,The Duel,R,0,MANOHLA DARGIS,"Review: Ranger vs. Preacher? In ‘The Duel,’ It’s No Contest",2016-06-23,2016-06-24
850,"Right Now, Wrong Then",,0,A. O. SCOTT,"Review: In ‘Right Now, Wrong Then,’ a Double Take and Its Choices",2016-06-23,2016-06-24
851,The Shallows,PG-13,0,GLENN KENNY,Review: ‘The Shallows’: Surfer Girl. Peckish Shark. Uh-Oh!,2016-06-23,2016-06-24
852,Wiener-Dog,R,0,A. O. SCOTT,"Review: ‘Wiener-Dog,’ the Tail That Wags Through a Few Bitter Lives",2016-06-23,2016-06-24
853,The Neon Demon,R,0,GLENN KENNY,"Review: In ‘The Neon Demon,’ Beauty Masks a Rotting Core",2016-06-23,2016-06-24
854,Breaking a Monster,,0,JEANNETTE CATSOULIS,"Review: In ‘Breaking a Monster,’ a Plea to Play Heavy Metal",2016-06-23,2016-06-24
855,Septembers of Shiraz,PG-13,0,KEN JAWOROWSKI,Review: ‘Septembers of Shiraz’ Revisits the 1979 Iranian Revolution,2016-06-23,2016-06-24
856,The Phenom,,0,NEIL GENZLINGER,"Review: In ‘The Phenom,’ Landing on the Couch for Losing the Strike Zone",2016-06-23,
857,Yarn,,0,NEIL GENZLINGER,Review: ‘Yarn’: And You Thought It Was Just for Knitting Mittens,2016-06-23,2016-06-24
858,Nuts!,,1,GLENN KENNY,Review: ‘Nuts!’ Reveals Doctor’s Secret to Success: Goat Testicle Transplants,2016-06-21,
859,Clown,R,0,GLENN KENNY,Review: ‘Clown’ — At Least Bozo Never Ate the Kids,2016-06-17,
860,Tickled,R,1,MANOHLA DARGIS,Review: ‘Tickled’ Is Fun and Giggles Until It Isn’t Anymore,2016-06-16,2016-06-17
861,Department Q: a Conspiracy of Faith,Not Rated,1,KEN JAWOROWSKI,Review: ‘A Conspiracy of Faith’ Tracks a Message Written in Blood,2016-06-16,
862,"My Love, Don’t Cross That River",,1,ANDY WEBSTER,"Review: A Couple’s Adoration After 76 Years of Marriage in ‘My Love, Don’t Cross That River’",2016-06-16,
863,Parched,,1,GLENN KENNY,"Review: In ‘Parched,’ Women in an Indian Village Chafe Against Oppression",2016-06-16,
864,Seoul Searching,,1,JEANNETTE CATSOULIS,"Review: In ‘Seoul Searching,’ Teenagers Explore Their Korean Roots to an ’80s Soundtrack",2016-06-16,2016-05-01
865,Bang Gang: A Modern Love Story,,0,STEPHEN HOLDEN,"Review: ‘Bang Gang,’ Seaside Orgies to a Soundtrack of Yawns",2016-06-16,2016-06-17
866,Cosmos,,0,A. O. SCOTT,Review: ‘Cosmos’ Is a Madcap Plunge Into Retro Avant-Gardism,2016-06-16,
867,Raiders: The Story of the Greatest Fan Film Ever Made,,0,MANOHLA DARGIS,"Review: In ‘Raiders!,’ Two Boys’ First, Great Movie Crush",2016-06-16,
868,Argentina,,0,NEIL GENZLINGER,"Review: In ‘Argentina,’ a Call to Save Traditions",2016-06-16,
869,Central Intelligence,PG-13,0,JEANNETTE CATSOULIS,"Review: In ‘Central Intelligence,’ a Weaponized Kevin Hart",2016-06-16,2016-06-17
870,Department Q: The Keeper of Lost Causes,Not Rated,0,KEN JAWOROWSKI,"Review: ‘The Keeper of Lost Causes,’ Pitch-Black Nordic Noir",2016-06-16,
871,Land and Shade,,0,BEN KENIGSBERG,"Review: ‘Land and Shade,’ Set Among Colombia’s Sugar Farmers",2016-06-16,
872,2016 Sundance Film Festival Short Film Tour,,0,BEN KENIGSBERG,"Review: Sundance Film Festival Short Films, a Group of Hits and Misses",2016-06-16,
873,Finding Dory,PG,1,A. O. SCOTT,"Review: In ‘Finding Dory,’ a Forgetful Fish and a Warm Celebration of Differences",2016-06-15,2016-06-17
874,Call Her Applebroog,,1,GLENN KENNY,"Review: ‘Call Her Applebroog,’ Beth B’s Portrait of a Still-Vital Artist",2016-06-09,2016-06-10
875,Len and Company,,1,ANDY WEBSTER,"Review: In ‘Len and Company,’ a Prickly Pop Producer Finds His Solitude Interrupted",2016-06-09,2016-06-10
876,King Jack,,1,HELEN T. VERONGOS,"Review: In ‘King Jack,’ a 15-Year-Old Trapped in a Cycle of Bullying",2016-06-09,2016-06-10
877,The Conjuring 2,R,1,NEIL GENZLINGER,"Review: In ‘The Conjuring 2,’ Ghostly Violence Has a British Accent",2016-06-09,2016-06-10
878,De Palma,R,0,A. O. SCOTT,Review: Brian De Palma Says He Is Hitchcock’s True Heir,2016-06-09,
879,Genius,PG-13,0,A. O. SCOTT,Review: ‘Genius’ Puts Max Perkins and Thomas Wolfe in a Literary Bromance,2016-06-09,2016-06-10
880,Careful What You Wish For,R,0,NEIL GENZLINGER,"Review: ‘Careful What You Wish For,’ Starring Nick Jonas as a Naïve Teenage Lover",2016-06-09,
881,Germans & Jews,,0,KEN JAWOROWSKI,"Review: ‘Germans &amp; Jews,’ a New Generation Continues a Difficult Conversation",2016-06-09,2016-06-10
882,Puerto Ricans in Paris,R,0,ANDY WEBSTER,Review: ‘Puerto Ricans in Paris’ Combines Comedy and Crime,2016-06-09,2016-06-10
883,Last Cab to Darwin,,0,DANIEL M. GOLD,Review: Taking the Long Way Home in ‘Last Cab to Darwin’,2016-06-09,2016-06-10
884,Now You See Me 2,PG-13,0,JEANNETTE CATSOULIS,Review: ‘Now You See Me 2’ Illusionists Are Out to Save the World,2016-06-09,2016-06-10
885,Be Somebody,PG,0,ANDY WEBSTER,"Review: In ‘Be Somebody,’ a Teenage Idol Goes AWOL With an Ordinary Girl",2016-06-09,2016-06-10
886,The Music of Strangers,PG-13,0,KEN JAWOROWSKI,"Review: ‘The Music of Strangers,’ on Yo-Yo Ma and the Silk Road Ensemble",2016-06-09,2016-06-10
887,Therapy for a Vampire,,0,MANOHLA DARGIS,"Review: In ‘Therapy for a Vampire,’ the Count Really Wants to Change",2016-06-09,
888,Tikkun,,0,A. O. SCOTT,"Review: In ‘Tikkun,’ a Hasidic Student’s Visions Merge With Metaphor",2016-06-09,
889,Diary of a Chambermaid,,0,STEPHEN HOLDEN,Review: ‘Diary of a Chambermaid’ Stars Léa Seydoux as an Abused Maid,2016-06-09,
890,Warcraft,PG-13,0,MANOHLA DARGIS,"Review: In ‘Warcraft,’ Orcs of a Different Domain, Fighting With Heart",2016-06-09,2016-06-10
891,'Til Madness Do Us Part,,0,BEN KENIGSBERG,Review: ‘’Til Madness Do Us Part’ Finds Hell and Humanity,2016-06-08,2016-06-09
892,From Afar,,1,STEPHEN HOLDEN,"Review: ‘From Afar,’ a Tale of Desire and Repression in Venezuela",2016-06-07,
893,The Fits,,1,MANOHLA DARGIS,"Review: In ‘The Fits,’ a Graceful Tale of a Girl Who Follows Her Own Beat",2016-06-02,2016-06-03
894,Art Bastard,,1,STEPHEN HOLDEN,"Review: ‘Art Bastard’ Depicts Robert Cenedella, a Rebel Artist",2016-06-02,
895,Time to Choose,,1,STEPHEN HOLDEN,Review: ‘Time to Choose’ Extols Renewable Energy to Combat Global Warming,2016-06-02,2016-06-03
896,The Final Master,,1,GLENN KENNY,"Review: ‘The Final Master,’ a Martial Arts Story of Transitions",2016-06-02,
897,The Thoughts That Once We Had,,1,JEANNETTE CATSOULIS,"Review: ‘The Thoughts That Once We Had,’ a Cinematic Flight",2016-06-02,2016-06-03
898,The Wailing,,1,GLENN KENNY,"Review: ‘The Wailing’ Will Scare You, and Break Your Heart",2016-06-02,2016-06-03
899,The Witness,,1,ANDY WEBSTER,"Review: ‘The Witness,’ a Brother’s Quest to Put Kitty Genovese Case to Rest",2016-06-02,
900,Me Before You,PG-13,0,A. O. SCOTT,"Review: In ‘Me Before You,’ a Broken Man Meets a Free Spirit",2016-06-02,2016-06-03
901,Andron,R,0,NEIL GENZLINGER,"Review: In ‘Andron,’ Deadly Games With Alec Baldwin and Danny Glover",2016-06-02,2016-06-03
902,Approaching the Unknown,R,0,BEN KENIGSBERG,"Review: In ‘Approaching the Unknown,’ Mark Strong Trades Earth for Mars",2016-06-02,2016-06-03
903,The God Cells,,0,NEIL GENZLINGER,Review: ‘The God Cells’ Advocates Fetal Tissue Therapy Without Debate,2016-06-02,
904,Gurukulam,,0,HELEN T. VERONGOS,Review: ‘Gurukulam’ Offers Sights and Sounds of a Spiritual Awakening,2016-06-02,0000-00-00
905,The President,,0,BEN KENIGSBERG,"Review: ‘The President,’ a Sweeping Tale Inspired by the Arab Spring",2016-06-02,2014-10-01
906,Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,0,GLENN KENNY,"Review: With the Latest ‘Teenage Mutant Ninja Turtles,’ an Existential Crisis",2016-06-02,2016-06-03
907,Popstar: Never Stop Never Stopping,R,0,A. O. SCOTT,Review: Andy Samberg Spoofs Pop Stars Without Spite. And That’s 4 Real.,2016-06-02,2016-06-03
908,To Life,,1,HELEN T. VERONGOS,"Review: When Auschwitz Inmates Reunite in ‘To Life,’ the Shadow of War Remains",2016-05-26,
909,Princess,,1,JEANNETTE CATSOULIS,"Review: In ‘Princess,’ an Israeli Family in Need of Boundaries",2016-05-26,
910,"Jia Zhangke, a Guy From Fenyang",,1,GLENN KENNY,"Review: ‘Jia Zhangke, a Guy From Fenyang,’ a Portrait of a Visionary Filmmaker",2016-05-26,2016-05-27
911,Presenting Princess Shaw,,1,STEPHEN HOLDEN,"Review: ‘Presenting Princess Shaw,’ a YouTube Star in the Making",2016-05-26,
912,The Ones Below,R,0,ANDY WEBSTER,"Review: ‘The Ones Below,’ Looming Parenthood and Unsettling Suspense",2016-05-26,2016-05-27
913,Holy Hell,,0,KEN JAWOROWSKI,"Review: ‘Holy Hell,’ Inside a Cult, via Its Own Videographer",2016-05-26,2016-05-27
914,As I AM: The Life and Time$ of DJ AM,,0,ANDY WEBSTER,Review: ‘As I AM’ Explores DJ AM’s Rise and Decline,2016-05-26,
915,Chevalier,,0,A. O. SCOTT,"Review: In ‘Chevalier,’ the Manly Games Played on the Aegean",2016-05-26,
916,The Idol,,0,NICOLAS RAPOLD,"Review: ‘The Idol,’ the Underdog Story of an ‘Arab Idol’",2016-05-26,
917,X-Men: Apocalypse,PG-13,0,GLENN KENNY,"Review: ‘X-Men: Apocalypse,’ a Sequel 5,000 Years in the Making",2016-05-26,2016-05-27
918,Alice Through the Looking Glass,PG,0,STEPHEN HOLDEN,Review: ‘Alice Through the Looking Glass’ and a Trippy Time Machine,2016-05-26,2016-05-27
919,Unlocking the Cage,,0,A. O. SCOTT,"Review: In ‘Unlocking the Cage,’ a Struggle to Raise the Legal Status of Chimpanzees",2016-05-24,2016-05-25
920,Weiner,R,1,STEPHEN HOLDEN,Review: Anthony D. Weiner’s Self-Destruction Is a Documentary’s Focus,2016-05-19,
921,Maggie's Plan,R,1,A. O. SCOTT,"Review: In ‘Maggie’s Plan,’ Greta Gerwig Aspires to Motherhood on Her Terms",2016-05-19,2016-05-20
922,The Other Side,PG,1,GLENN KENNY,"Review: ‘The Other Side,’ a Harrowing Visit With People on the Margins",2016-05-19,
923,O.J.: Made in America,,1,A. O. SCOTT,"Review: ‘O.J.: Made in America,’ an Unflinching Take on His Rise and Fall",2016-05-19,2016-05-20
924,Kaili Blues,,0,KEN JAWOROWSKI,"Review: ‘Kaili Blues,’ a Dreamy Trek With Otherworldly Beauty",2016-05-19,
925,Manhattan Night,R,0,STEPHEN HOLDEN,"Review: In ‘Manhattan Night,’ Adrien Brody Navigates an Urban Underbelly",2016-05-19,2016-05-20
926,Almost Holy,R,0,BEN KENIGSBERG,Review: ‘Almost Holy’ Demonstrates a Pastor’s Tough Love for Street Kids in Ukraine,2016-05-19,2016-05-20
927,The Angry Birds Movie,PG,0,GLENN KENNY,"Review: ‘The Angry Birds Movie,’ a Superficially Amiable Ball of Fluff",2016-05-19,2016-05-20
928,Ma Ma,R,0,ANDY WEBSTER,"Review: In ‘Ma Ma,’ Penélope Cruz as a Cancer Patient Finding Love",2016-05-19,
929,A Moment of Silence,,0,HELEN T. VERONGOS,Review: ‘A Moment of Silence’ Follows the Evo Morales Era in Bolivia,2016-05-19,2016-05-20
930,Welcome to Happiness,,0,NEIL GENZLINGER,"Review: ‘Welcome to Happiness,’ With Kyle Gallner Seeking Answers",2016-05-19,2016-05-20
931,Neighbors 2: Sorority Rising,R,0,JEANNETTE CATSOULIS,Review: ‘Neighbors 2: Sorority Rising’ Has an Animal House for the Fairer Sex,2016-05-19,2016-05-20
932,Pervert Park,,0,KEN JAWOROWSKI,Review: ‘Pervert Park’ Presents Sex Offenders in Their Own Words,2016-05-19,
933,Phantom Detective,,0,JEANNETTE CATSOULIS,"Review: ‘Phantom Detective,’ a Dawdling South Korean Noir",2016-05-19,
934,The Nice Guys,R,0,A. O. SCOTT,Review: ‘The Nice Guys’ Pairs Gosling and Crowe as Slapstick Detectives,2016-05-19,2016-05-20
935,Last Days in the Desert,PG-13,1,STEPHEN HOLDEN,"Review: In ‘Last Days in the Desert,’ Ewan McGregor Is a Conflicted Jesus",2016-05-12,
936,Sunset Song,R,1,STEPHEN HOLDEN,Review: ‘Sunset Song’ Shows a Woman’s True Grit,2016-05-12,2016-05-13
937,Love & Friendship,PG,1,A. O. SCOTT,"Review: In ‘Love &amp; Friendship,’ Austen Meets Whit Stillman",2016-05-12,2016-05-13
938,Cash Only,,1,KEN JAWOROWSKI,"Review: ‘Cash Only’: Repaying a Crook, When Things Turn Gritty",2016-05-12,2016-05-13
939,Paths of the Soul,,1,GLENN KENNY,"Review: ‘Paths of the Soul,’ a Road Trip Unlike Any Other",2016-05-12,
940,The Trust,R,1,NEIL GENZLINGER,Review: Cops in ‘The Trust’ Spice Up Deadly Dull Jobs,2016-05-12,2016-05-13
941,The Lobster,R,1,A. O. SCOTT,"Review: In ‘The Lobster,’ Colin Farrell Plays a Divorced Man in a Loner-Hating Society",2016-05-12,2016-05-13
942,High-Rise,R,0,A. O. SCOTT,"Review: In ‘High-Rise,’ Tom Hiddleston and Class War Hit a Low Point",2016-05-12,
943,I Am Wrath,R,0,NEIL GENZLINGER,"Review: Vengeance, Thy Name Is Travolta, in ‘I Am Wrath’",2016-05-12,
944,Kill Zone 2,,0,ANDY WEBSTER,Review: ‘Kill Zone 2’ Packs a Wallop With Orchestrated Mayhem,2016-05-12,2016-05-13
945,Pelé: Birth of a Legend,PG,0,NICOLAS RAPOLD,Review: ‘Pelé: Birth of a Legend’ Charts a Superstar’s Rise,2016-05-12,2016-05-13
946,What We Become,,0,JEANNETTE CATSOULIS,Review: ‘What We Become’ Finds Zombies in Broad Daylight,2016-05-12,2016-05-13
947,Money Monster,R,0,A. O. SCOTT,"Review: In ‘Money Monster,’ a Broke Investor Holds a Grudge and a Gun",2016-05-12,2016-05-13
948,A Monster With a Thousand Heads,,1,STEPHEN HOLDEN,Review: Health Care Bureaucracy Runs Amok in ‘A Monster With a Thousand Heads’,2016-05-10,
949,Dheepan,R,1,A. O. SCOTT,"Review: ‘Dheepan,’ About Sri Lankan Refugees, Looks Like a Prophecy",2016-05-05,2016-05-13
950,Elstree 1976,,1,NEIL GENZLINGER,"Review: ‘Elstree 1976,’ in a Galaxy Not Far, Far Away",2016-05-05,2016-05-06
951,Belladonna of Sadness,,1,GLENN KENNY,"Review: ‘Belladonna of Sadness,’ a Bewitching Masterpiece",2016-05-05,
952,Dark Horse,PG,1,JEANNETTE CATSOULIS,"Review: In ‘Dark Horse,’ a Real-Life Steeplechase Champion Inspires a Town",2016-05-05,2016-05-06
953,Mothers and Daughters,PG-13,0,NEIL GENZLINGER,"Review: ‘Mothers and Daughters,’ in Which Souls Are Laid Bare",2016-05-05,2016-05-06
954,Phantom of the Theater,,0,DANIEL M. GOLD,"Review: In ‘Phantom of the Theater,’ Spirits Seek Revenge",2016-05-05,
955,Beautiful Something,Not Rated,0,STEPHEN HOLDEN,Review: ‘Beautiful Something’: Craving Love in Philadelphia,2016-05-05,2016-05-06
956,Those People,,0,ANDY WEBSTER,Review: ‘Those People’: Heartbreak Among the Upper Crust,2016-05-05,2016-05-06
957,Bridgend,,0,KEN JAWOROWSKI,"Review: ‘Bridgend,’ on a Mysterious Cluster of Suicides in Wales",2016-05-05,
958,Rabin in His Own Words,,0,KEN JAWOROWSKI,"Review: ‘Rabin in His Own Words’ Fleshes Out an Israeli Politician, With Limits",2016-05-05,
959,Being Charlie,,0,STEPHEN HOLDEN,"Review: ‘Being Charlie,’ a Rehab Story Directed by Rob Reiner",2016-05-05,2016-05-06
960,The Offering,,0,ANDY WEBSTER,"Review: ‘The Offering’: No, Thank You",2016-05-05,2016-05-06
961,Mad Tiger,,0,BEN KENIGSBERG,"Review: ‘Mad Tiger,’ or the Story of Peelander-Z’s Near Breakup",2016-05-05,2016-05-06
962,Captain America: Civil War,PG-13,0,A. O. SCOTT,"Review: In ‘Captain America: Civil War,’ Super-Bro Against Super-Bro",2016-05-05,2016-05-06
963,A Bigger Splash,R,1,MANOHLA DARGIS,"Review: ‘A Bigger Splash,’ With a Speechless Tilda Swinton, Is Ready for Its Close-Up",2016-05-03,2016-05-04
964,Sin Alas,,0,MANOHLA DARGIS,Review: ‘Sin Alas’ Opens Up a Time Capsule in a Changing Havana,2016-05-03,
965,Baaghi,,0,RACHEL SALTZ,"Review: ‘Baaghi,’ a Bollywood Rebel Tale in Search of a Cause",2016-05-01,2016-04-29
966,Older Than Ireland,,1,ANDY WEBSTER,"Review: In ‘Older Than Ireland,’ Centenarians Recall Early and Latter Days",2016-04-28,2016-04-29
967,Viva,R,1,STEPHEN HOLDEN,"Review: In ‘Viva,’ a Star Is Waiting to Be Born",2016-04-28,2016-04-29
968,The Family Fang,R,0,MANOHLA DARGIS,Review: Kidman and Bateman Face Childhood Scars in ‘The Family Fang’,2016-04-28,2016-05-06
969,L’Attesa (The Wait),,0,A. O. SCOTT,Review: ‘L’Attesa’ (‘The Wait’) Turns Life Into a Ghost Story,2016-04-28,
